,cat_proximity,cont_proximity,sensitivity,time,pred_accuracy,proximity,sparsity,manifold_dist,validity_recourse,actionability_rate,monotonicity_violation_rate,immutability_violation_rate,group_rule_violation_rate,avg_num_actionability_violations,avg_num_actionability_changes,valid_change_rate
counternet,3.65887451171875,11.36728286743164,1.0,0.00023825712998708088,0.6196666955947876,0.4553381023984967,0.2837115526199341,6.331242084503174,1.0,0.0,1.0,1.0,0.0,14.816161155700684,21.829437255859375,0.32127606868743896
